"","pop","country.etc","name","lat","long","capital","Region","largestC"
"42290",24912,"russianfederation","semyonov",56.8,44.49,"0",NA,0
"42288",24910,"nigeria","nembe",4.49,6.36,"0",NA,0
"42287",24908,"india","bawana",28.8,77.033333,NA,"7",0
"42285",24907,"japan","shigenobu",33.8,132.88,"0",NA,0
"42286",24907,"syrianarabrepublic","as-suhnah",34.88,38.87,"0",NA,0
"42284",24905,"france","romainville",48.89,2.44,"0",NA,0
"42283",24901,"mexico","tultitlan",19.65,-99.17,"0",NA,0
"42282",24898,"kenya","mavoko",-1.45,37,"0",NA,0
"42279",24896,"angola","longonjo",-12.9,15.25,"0",NA,0
"42280",24896,"belgium","soignies",50.58,4.07,"0",NA,0
"42281",24896,"india","periyanayakkanpalaiyam",11.15,76.933333,NA,"25",0
"42278",24892,"brazil","trairi",-3.28,-39.25,"0",NA,0
"42276",24891,"congodemrep","watsa",3.04,29.53,"0",NA,0
"42277",24891,"unitedstates","gautier",30.3855556,-88.6116667,NA,"MS",0
"42274",24888,"germany","salzkotten",51.67,8.59,"0",NA,0
"42275",24888,"turkey","pasinler",39.99,41.69,"0",NA,0
"42273",24887,"france","blagnac",43.63,1.39,"0",NA,0
"42271",24886,"india","kanth",29.066667,78.633333,NA,"36",0
"42272",24886,"spain","lebrija",36.93,-6.08,"0",NA,0
"42270",24885,"azerbaijan","buzovna",40.52,50.12,"0",NA,0
"42268",24883,"chad","doba",8.66,16.85,"0",NA,0
"42269",24883,"india","charkhari",25.4,79.75,NA,"36",0
"42267",24880,"spain","azuquecadehenares",40.57,-3.27,"0",NA,0
"42266",24877,"portugal","torresvedras",39.1,-9.26,"0",NA,0
"42265",24876,"austria","klosterneuburg",48.31,16.31,"0",NA,0
"42264",24873,"saudiarabia","al-hurmah",21.9,42.05,"0",NA,0
"42261",24872,"brazil","socorro",-22.6,-46.53,"0",NA,0
"42262",24872,"france","torcy",48.83,2.66,"0",NA,0
"42263",24872,"india","mangaldai",26.433333,92.033333,NA,"3",0
"42260",24871,"ukraine","korostyshiv",50.32,29.07,"0",NA,0
"42259",24869,"brazil","taiobeiras",-15.81,-42.24,"0",NA,0
"42258",24867,"greece","kamateron",38.07,23.7,"0",NA,0
"42257",24865,"spain","sitges",41.24,1.81,"0",NA,0
"42256",24864,"japan","akune",32.01,130.2,"0",NA,0
"42254",24863,"spain","caravacadelacruz",38.11,-1.87,"0",NA,0
"42255",24863,"srilanka","halawata",7.57,79.81,"0",NA,0
"42253",24861,"uzbekistan","olmazor",40.98,68.89,"0",NA,0
"42251",24858,"canada","nanticoke",42.81,-80.09,"0",NA,0
"42252",24858,"russianfederation","tatarsk",55.22,75.97,"0",NA,0
"42250",24855,"germany","hannoverschmunden",51.42,9.68,"0",NA,0
"42249",24852,"mauritania","tinbadgah",16.26,-8.15,"0",NA,0
"42248",24848,"russianfederation","zverevo",48.02,40.12,"0",NA,0
"42247",24847,"pakistan","warburton",31.55,73.83,"0",NA,0
"42246",24846,"indonesia","sabang",5.89,95.33,"0",NA,0
"42245",24845,"srilanka","gampola",7.17,80.57,"0",NA,0
"42244",24838,"ethiopia","metehara",8.9,39.92,"0",NA,0
"42242",24837,"chile","tocopilla",-22.09,-70.19,"0",NA,0
"42243",24837,"italy","noicattaro",41.04,16.98,"0",NA,0
"42241",24834,"argentina","veinticincodemayo",-35.43,-60.18,"0",NA,0
"42240",24833,"india","vadnagar",23.783333,72.633333,NA,"9",0
"42239",24829,"philippines","tuba",16.32,120.55,"0",NA,0
"42238",24823,"france","fontenay-aux-roses",48.78,2.28,"0",NA,0
"42237",24822,"russianfederation","novopavlovsk",43.96,43.63,"0",NA,0
"42236",24821,"cambodia","svayrieng",11.08,105.8,"0",NA,0
"42235",24819,"tanzania","sirari",-1.23,34.43,"0",NA,0
"42234",24812,"brazil","toritama",-8,-36.06,"0",NA,0
"42233",24810,"unitedstates","neenah",44.1858333,-88.4625,NA,"WI",0
"42231",24805,"ecuador","nuevaloja",0.1,-76.87,"0",NA,0
"42232",24805,"turkey","emet",39.35,29.26,"0",NA,0
"42229",24804,"india","safipur",26.733333,80.35,NA,"36",0
"42230",24804,"spain","jumilla",38.48,-1.34,"0",NA,0
"42226",24802,"france","saint-die",48.29,6.95,"0",NA,0
"42227",24802,"southafrica","duiwelskloof",-23.69,30.14,"0",NA,0
"42228",24802,"unitedstates","lemongrove",32.7425,-117.0305556,NA,"CA",0
"42223",24794,"portugal","charnecadecaparica",38.62,-9.17,"0",NA,0
"42224",24794,"tanzania","matai",-8.3,31.52,"0",NA,0
"42225",24794,"unitedkingdom","northfleet",51.45,-0.34,"0",NA,0
"42222",24793,"czechrepublic","sokolov",50.19,12.63,"0",NA,0
"42221",24792,"serbia","lazarevac",44.39,20.27,"0",NA,0
"42218",24790,"brazil","jaguarari",-10.25,-40.2,"0",NA,0
"42219",24790,"nepal","siraha",26.66,86.21,"0",NA,0
"42220",24790,"pakistan","pishin",30.59,66.98,"0",NA,0
"42216",24784,"azerbaijan","bine",40.45,50.08,"0",NA,0
"42217",24784,"russianfederation","kirovsk",59.87,31,"0",NA,0
"42213",24782,"germany","attendorn",51.14,7.9,"0",NA,0
"42214",24782,"serbia","arandelovac",44.31,20.57,"0",NA,0
"42215",24782,"turkmenistan","gumdag",39.21,54.58,"0",NA,0
"42211",24781,"brazil","rioreal",-11.47,-37.94,"0",NA,0
"42212",24781,"uzbekistan","almazar",40.9833333,68.9,NA,"14",0
"42209",24779,"chile","arauco",-37.25,-73.32,"0",NA,0
"42210",24779,"unitedstates","dolton",41.6388889,-87.6072222,NA,"IL",0
"42208",24776,"thailand","ranong",9.97,98.63,"0",NA,0
"42206",24774,"india","kabrai",25.416667,80.016667,NA,"36",0
"42207",24774,"unitedstates","wintergarden",28.565,-81.5863889,NA,"FL",0
"42204",24773,"burkinafaso","zorgo",12.24,-0.61,"0",NA,0
"42205",24773,"denmark","holbaek",55.72,11.71,"0",NA,0
"42203",24771,"malaysia","pengkalankundang",3.28,101.52,"0",NA,0
"42202",24768,"india","kheda",22.75,72.683333,NA,"9",0
"42201",24763,"mexico","altamirano",18.32,-100.65,"0",NA,0
"42200",24761,"philippines","glan",5.82,125.2,"0",NA,0
"42198",24759,"brazil","saobentodouna",-8.51,-36.45,"0",NA,0
"42199",24759,"ukraine","popasna",48.63,38.38,"0",NA,0
"42195",24758,"india","ponneri",13.316667,80.2,NA,"25",0
"42196",24758,"russianfederation","ust-katav",54.94,58.17,"0",NA,0
"42197",24758,"turkey","derik",37.36,40.28,"0",NA,0
"42194",24757,"serbia","gornjimilanovac",44.03,20.46,"0",NA,0
"42193",24755,"unitedstates","magna",40.7091667,-112.1008333,NA,"UT",0
"42191",24754,"france","fontaine",45.18,5.65,"0",NA,0
"42192",24754,"india","talwara",31.948611,75.866667,NA,"23",0
"42190",24751,"nigeria","zuru",11.43,5.23,"0",NA,0
"42189",24749,"india","vadakkuvalliyur",8.383333,77.65,NA,"25",0
"42188",24747,"ecuador","samborondon",-1.95,-79.74,"0",NA,0
"42186",24743,"chile","victoria",-38.24,-72.34,"0",NA,0
"42187",24743,"indonesia","gondang",-8.07,111.83,"0",NA,0
"42184",24738,"malaysia","pekannenas",1.52,103.52,"0",NA,0
"42185",24738,"unitedstates","ridgewood",40.9791667,-74.1169444,NA,"NJ",0
"42183",24732,"unitedkingdom","whitehaven",54.54,-3.59,"0",NA,0
"42182",24727,"france","decines-charpieu",45.77,4.93,"0",NA,0
"42181",24724,"finland","kangasala",61.47,24.08,"0",NA,0
"42180",24722,"tunisia","ras-al-jabal",37.22,10.13,"0",NA,0
"42179",24718,"france","kourou",5.16,-52.65,"0",NA,0
"42178",24715,"japan","miwa",35.2,136.77,"0",NA,0
"42177",24714,"france","fresnes",48.75,2.32,"0",NA,0
"42175",24713,"france","bretigny-sur-orge",48.62,2.3,"0",NA,0
"42176",24713,"spain","sanroque",36.22,-5.4,"0",NA,0
"42174",24711,"japan","makurazaki",31.26,130.28,"0",NA,0
"42173",24710,"turkey","cinarcik",40.64,29.12,"0",NA,0
"42171",24709,"japan","takahashi",34.8,133.62,"0",NA,0
"42172",24709,"unitedstates","statesville",35.7825,-80.8875,NA,"NC",0
"42170",24704,"germany","delitzsch",51.53,12.33,"0",NA,0
"42169",24698,"india","tharad",24.396111,71.626667,NA,"9",0
"42168",24695,"india","gauripur",26.083524,89.961584,NA,"3",0
"42167",24694,"tanzania","namtumbo",-10.48,36.03,"0",NA,0
"42166",24693,"unitedstates","parkland",26.3097222,-80.2375,NA,"FL",0
"42162",24689,"germany","waldkraiburg",48.21,12.39,"0",NA,0
"42163",24689,"saudiarabia","as-sullayyil",20.46,45.57,"0",NA,0
"42164",24689,"unitedstates","benton",34.5644444,-92.5866667,NA,"AR",0
"42165",24689,"uzbekistan","g'azalkent",41.57,69.77,"0",NA,0
"42161",24687,"india","hosdurga",13.798056,76.286111,NA,"19",0
"42160",24685,"portugal","oliveiradodouro",41.12,-8.59,"0",NA,0
"42159",24682,"india","tekkali",18.616667,84.233333,NA,"2",0
"42158",24680,"india","pakala",13.466667,79.116667,NA,"2",0
"42157",24678,"germany","lindau",47.56,9.7,"0",NA,0
"42156",24675,"brazil","armacaodosbuzios",-22.74,-41.87,"0",NA,0
"42155",24674,"india","minjur",13.266667,80.266667,NA,"25",0
"42154",24665,"netherlands","baarn",52.22,5.27,"0",NA,0
"42153",24663,"unitedstates","seatac",47.4538889,-122.3205556,NA,"WA",0
"42150",24659,"japan","ikeda",35.44,136.57,"0",NA,0
"42151",24659,"poland","nowaruda",50.59,16.5,"0",NA,0
"42152",24659,"russianfederation","bologoye",57.87,34.05,"0",NA,0
"42149",24657,"france","auch",43.65,0.58,"0",NA,0
"42148",24656,"philippines","lacastellana",10.32,123.02,"0",NA,0
"42147",24655,"italy","pietrasanta",43.97,10.24,"0",NA,0
"42146",24648,"france","gradignan",44.76,-0.62,"0",NA,0
"42142",24646,"italy","conversano",40.97,17.1,"0",NA,0
"42143",24646,"mexico","isla",18.6,-96.15,"0",NA,0
"42144",24646,"thailand","tak",16.88,99.13,"0",NA,0
"42145",24646,"unitedstates","keywest",24.5552778,-81.7827778,NA,"FL",0
"42141",24645,"madagascar","maroantsetra",-15.43,49.74,"0",NA,0
"42140",24644,"spain","santandreudelabarca",41.45,1.97,"0",NA,0
"42139",24637,"germany","achern",48.63,8.08,"0",NA,0
"42138",24631,"uzbekistan","chinoz",40.95,68.75,"0",NA,0
"42137",24630,"israel","ofaqim",31.32,34.61,"0",NA,0
"42135",24629,"belarus","dzerzhinsk",53.69,27.14,"0",NA,0
"42136",24629,"japan","ina",35.96,140.02,"0",NA,0
"42134",24624,"sweden","lidkoping",58.51,13.16,"0",NA,0
"42132",24623,"japan","rikuzentakata",39.02,141.63,"0",NA,0
"42133",24623,"philippines","calasiao",16.01,120.36,"0",NA,0
"42131",24622,"mongolia","suhbaatar",50.23,106.19,"0",NA,0
"42130",24621,"colombia","bosconia",9.9,-73.85,"0",NA,0
"42129",24620,"indonesia","delanggu",-7.62,110.68,"0",NA,0
"42127",24618,"india","nalbari",26.416667,91.433333,NA,"3",0
"42128",24618,"unitedstates","bayonetpoint",28.3263889,-82.6836111,NA,"FL",0
"42126",24617,"jordan","ummqusayrwalmuqabalin",31.9,35.9,"0",NA,0
"42124",24616,"italy","pontecagnano",40.65,14.88,"0",NA,0
"42125",24616,"spain","villaviciosadeodon",40.36,-3.89,"0",NA,0
"42123",24615,"chad","ati",13.22,18.33,"0",NA,0
"42121",24613,"philippines","mamburao",13.23,120.59,"0",NA,0
"42122",24613,"unitedstates","spanishfork",40.115,-111.6541667,NA,"UT",0
"42120",24611,"cameroon","tchollire",8.4,14.17,"0",NA,0
"42118",24610,"germany","bingen",49.97,7.88,"0",NA,0
"42119",24610,"uzbekistan","gazalkent",41.5580556,69.7708333,NA,"14",0
"42116",24609,"germany","apolda",51.03,11.51,"0",NA,0
"42117",24609,"mexico","ajalpan",18.37,-97.25,"0",NA,0
"42115",24604,"brazil","lagoavermelha",-28.21,-51.52,"0",NA,0
"42114",24603,"japan","harue",36.14,136.21,"0",NA,0
"42113",24601,"brazil","forquilhinha",-28.74,-49.46,"0",NA,0
"42111",24600,"pakistan","kamir",30.43,73.05,"0",NA,0
"42112",24600,"russianfederation","troitskaya",43.3,45.01,"0",NA,0
"42110",24597,"germany","osterode",51.73,10.26,"0",NA,0
"42109",24596,"guatemala","quiche",15.03,-91.15,"0",NA,0
"42107",24593,"ukraine","krolevets'",51.55,33.38,"0",NA,0
"42108",24593,"unitedstates","ottumwa",41.0041667,-92.3736111,NA,"IA",0
"42104",24592,"algeria","agrib",36.8,4.33,"0",NA,0
"42105",24592,"denmark","hjorring",57.46,9.98,"0",NA,0
"42106",24592,"india","bijbiara",33.8,75.1,NA,"12",0
"42103",24589,"unitedkingdom","thatcham",51.41,-1.27,"0",NA,0
"42102",24584,"nigeria","tegina",10.07,6.19,"0",NA,0
"42101",24578,"brazil","miguelpereira",-22.46,-43.48,"0",NA,0
"42100",24577,"ukraine","vynohradiv",48.14,23.04,"0",NA,0
"42099",24575,"italy","spinea",45.49,12.18,"0",NA,0
"42098",24573,"madagascar","belon'itsiribihina",-19.69,44.54,"0",NA,0
"42097",24572,"france","sarreguemines",49.12,7.06,"0",NA,0
"42096",24568,"ethiopia","finoteselam",10.69,37.26,"0",NA,0
"42095",24564,"india","dataganj",28.033333,79.4,NA,"36",0
"42094",24563,"russianfederation","tbilisskaya",45.36,40.19,"0",NA,0
"42093",24561,"philippines","santotomas",14.99,120.74,"0",NA,0
"42092",24560,"france","lanester",47.77,-3.35,"0",NA,0
"42091",24559,"russianfederation","balabanovo",55.18,36.66,"0",NA,0
"42090",24558,"unitedstates","statesboro",32.4486111,-81.7833333,NA,"GA",0
"42089",24554,"italy","quarrata",43.5,11.81,"0",NA,0
"42088",24552,"unitedstates","westmont",41.7958333,-87.9755556,NA,"IL",0
"42087",24551,"unitedstates","edwardsville",38.8113889,-89.9530556,NA,"IL",0
"42086",24548,"france","lisieux",49.15,0.26,"0",NA,0
"42084",24547,"spain","villanuevadelaserena",38.98,-5.8,"0",NA,0
"42085",24547,"unitedstates","belvidere",42.2638889,-88.8441667,NA,"IL",0
"42083",24546,"france","libourne",44.92,-0.25,"0",NA,0
"42082",24545,"germany","burg",52.28,11.85,"0",NA,0
"42081",24542,"india","kailaras",26.316667,77.616667,NA,"35",0
"42080",24540,"austria","leoben",47.38,15.09,"0",NA,0
"42077",24538,"italy","portosant'elpidio",43.26,13.76,"0",NA,0
"42078",24538,"pakistan","uch",29.24,71.05,"0",NA,0
"42079",24538,"syrianarabrepublic","al-hrak",32.73,36.3,"0",NA,0
"42076",24536,"india","faizpur",21.166667,75.85,NA,"16",0
"42075",24532,"russianfederation","oktyabrsk",53.17,48.64,"0",NA,0
"42074",24531,"germany","walsrode",52.87,9.6,"0",NA,0
"42073",24530,"saudiarabia","an-nimas",19.12,42.13,"0",NA,0
"42072",24529,"germany","syke",52.92,8.81,"0",NA,0
"42071",24524,"unitedstates","sanfernando",34.2819444,-118.4380556,NA,"CA",0
"42070",24516,"costarica","patarra",9.88,-84.03,"0",NA,0
"42069",24512,"india","jaynagar-majilpur",22.175833,88.417778,NA,"28",0
"42068",24509,"unitedkingdom","newport",50.71,-1.31,"0",NA,0
"42067",24508,"italy","lainate",45.57,9.03,"0",NA,0
"42066",24506,"unitedstates","sanbenito",26.1322222,-97.6308333,NA,"TX",0
"42065",24505,"tanzania","lushoto",-4.78,38.28,"0",NA,0
"42064",24500,"slovakrepublic","sal'a",48.15,17.88,"0",NA,0
"42063",24497,"france","lebouscat",44.87,-0.62,"0",NA,0
"42062",24492,"russianfederation","zaraysk",54.77,38.88,"0",NA,0
"42061",24485,"bulgaria","sevlievo",43.03,25.1,"0",NA,0
"42060",24484,"italy","fidenza",44.88,10.06,"0",NA,0
"42058",24478,"greece","eleutherio-kordelio",40.65,22.9,"0",NA,0
"42059",24478,"serbia","obrenovac",44.66,20.21,"0",NA,0
"42057",24474,"unitedstates","londonderry",42.865,-71.3744444,NA,"NH",0
"42056",24473,"spain","cullera",39.18,-0.25,"0",NA,0
"42055",24472,"france","bruay-la-brussiere",50.49,2.53,"0",NA,0
"42054",24471,"germany","korbach",51.29,8.87,"0",NA,0
"42053",24470,"portugal","fanzeres",41.17,-8.52,"0",NA,0
"42052",24467,"senegal","fatick",14.35,-16.42,"0",NA,0
"42051",24466,"turkey","artvin",41.19,41.82,"0",NA,0
"42050",24464,"niger","birnin'gaoure",13.08,2.91,"0",NA,0
"42049",24463,"ukraine","haysyn",48.81,29.4,"0",NA,0
"42048",24461,"russianfederation","zheleznovodsk",44.14,43.02,"0",NA,0
"42047",24460,"poland","wagrowiec",52.81,17.2,"0",NA,0
"42046",24458,"ethiopia","holetagenet",9.07,38.5,"0",NA,0
"42045",24456,"mali","san",13.3,-4.9,"0",NA,0
"42044",24454,"india","sahaspur",29.133333,78.616667,NA,"36",0
"42043",24452,"germany","ingelheim",49.98,8.06,"0",NA,0
"42041",24450,"belgium","mortsel",51.17,4.47,"0",NA,0
"42042",24450,"india","andippatti",9.983333,77.633333,NA,"25",0
"42038",24447,"germany","obertshausen",50.09,8.85,"0",NA,0
"42039",24447,"germany","wallenhorst",52.35,8.01,"0",NA,0
"42040",24447,"unitedstates","reisterstown",39.4694444,-76.8297222,NA,"MD",0
"42037",24445,"japan","hobara",37.82,140.55,"0",NA,0
"42036",24444,"germany","harsewinkel",51.97,8.23,"0",NA,0
"42035",24442,"brazil","estrela",-28.1,-50.98,"0",NA,0
"42034",24437,"brazil","campoformoso",-10.5,-40.32,"0",NA,0
"42033",24433,"ecuador","macas",-2.31,-78.12,"0",NA,0
"42031",24432,"india","kant",27.8,79.8,NA,"36",0
"42032",24432,"unitedkingdom","witney",51.79,-1.5,"0",NA,0
"42030",24431,"unitedstates","kingman",35.1894444,-114.0522222,NA,"AZ",0
"42028",24430,"colombia","marinilla",6.18,-75.34,"0",NA,0
"42029",24430,"india","margherita",27.283333,95.683333,NA,"30",0
"42027",24427,"unitedkingdom","ryde",50.74,-1.17,"0",NA,0
"42026",24423,"india","barwaha",22.266667,76.05,NA,"35",0
"42025",24418,"iraq","tallkayf",36.48,43.13,"0",NA,0
"42024",24415,"colombia","girardota",6.39,-75.45,"0",NA,0
"42023",24408,"unitedstates","stevenspoint",44.5236111,-89.5744444,NA,"WI",0
"42022",24405,"congorep","owando",-0.48,15.92,"0",NA,0
"42021",24404,"unitedstates","sealbeach",33.7413889,-118.1038889,NA,"CA",0
"42020",24402,"belgium","zottegem",50.87,3.8,"0",NA,0
"42019",24392,"france","beaune",47.03,4.83,"0",NA,0
"42018",24391,"india","jamtara",23.95,86.8,NA,"38",0
"42017",24387,"mexico","villagran",20.52,-100.98,"0",NA,0
"42016",24386,"germany","friedrichsdorf",50.27,8.65,"0",NA,0
"42015",24383,"israel","daliyatalkarmel-'isifya",32.72,35.08,"0",NA,0
"42014",24382,"france","miramas",43.59,4.99,"0",NA,0
"42013",24380,"southafrica","scottsburgh",-30.28,30.75,"0",NA,0
"42011",24376,"tanzania","oldshinyanga",-3.55,33.4,"0",NA,0
"42012",24376,"unitedstates","ossining",41.1627778,-73.8619444,NA,"NY",0
"42010",24375,"algeria","zarbiyat-al-wad",34.69,6.51,"0",NA,0
"42009",24373,"portugal","carnaxide",38.72,-9.25,"0",NA,0
"42008",24371,"japan","gotsu",35.02,132.22,"0",NA,0
"42006",24369,"czechrepublic","havlickuvbrod",49.61,15.58,"0",NA,0
"42007",24369,"italy","fossano",44.56,7.72,"0",NA,0
"42005",24368,"france","villeparisis",48.95,2.6,"0",NA,0
"42004",24366,"mexico","catemaco",18.42,-95.12,"0",NA,0
"42003",24364,"germany","aschersleben",51.76,11.47,"0",NA,0
"42002",24362,"turkey","sarkisla",39.36,36.43,"0",NA,0
"41999",24359,"belgium","ronse",50.75,3.6,"0",NA,0
"42000",24359,"mexico","xalisco",21.45,-104.9,"0",NA,0
"42001",24359,"westbankandgaza","tallas-sultan",31.87,35.43,"0",NA,0
"41998",24356,"ukraine","molodohvardiys'k",48.35,39.73,"0",NA,0
"41997",24354,"indonesia","mayong",-6.75,110.75,"0",NA,0
"41996",24350,"nicaragua","jalapa",13.92,-86.14,"0",NA,0
"41995",24349,"germany","warburg",51.49,9.15,"0",NA,0
"41994",24346,"congorep","ouesso",1.61,16.05,"0",NA,0
"41993",24340,"france","bois-colombes",48.92,2.27,"0",NA,0
"41992",24338,"australia","albany",-35.02,117.88,"0",NA,0
"41991",24335,"germany","ludinghausen",51.78,7.44,"0",NA,0
"41990",24333,"unitedstates","watauga",32.8577778,-97.2544444,NA,"TX",0
"41989",24330,"japan","hakui",36.9,136.77,"0",NA,0
"41985",24329,"brazil","jardim",-21.48,-56.15,"0",NA,0
"41986",24329,"india","avanashi",11.2,77.283333,NA,"25",0
"41987",24329,"japan","shiga",35.19,135.92,"0",NA,0
"41988",24329,"nicaragua","sebaco",12.83,-86.05,"0",NA,0
"41984",24328,"unitedkingdom","hindley",53.54,-2.59,"0",NA,0
"41983",24326,"russianfederation","aldan",58.6,125.39,"0",NA,0
"41982",24324,"germany","badoldesloe",53.81,10.37,"0",NA,0
"41981",24318,"india","uttiramerur",12.6,79.766667,NA,"25",0
"41980",24317,"romania","cugir",45.85,23.37,"0",NA,0
"41979",24316,"unitedstates","zion",42.4461111,-87.8327778,NA,"IL",0
"41978",24315,"unitedstates","newlenox",41.5119444,-87.9655556,NA,"IL",0
"41977",24314,"germany","weiterstadt",49.91,8.6,"0",NA,0
"41976",24311,"czechrepublic","litomerice",50.54,14.12,"0",NA,0
"41975",24310,"philippines","palayan",15.54,121.09,"0",NA,0
"41973",24309,"benin","bassila",9.01,1.67,"0",NA,0
"41974",24309,"poland","wielun",51.22,18.57,"0",NA,0
"41971",24308,"greece","megara",38,23.35,"0",NA,0
"41972",24308,"zambia","nchelenge",-9.35,28.73,"0",NA,0
"41970",24301,"unitedstates","whitebearlake",45.0847222,-93.0097222,NA,"MN",0
"41969",24300,"centralafricanrepublic","bangassou",4.74,22.82,"0",NA,0
"41968",24299,"india","vijapur",23.566667,72.75,NA,"9",0
"41967",24297,"italy","volla",40.88,14.34,"0",NA,0
"41965",24294,"india","chiknayakanhalli",13.417222,76.622778,NA,"19",0
"41966",24294,"vietnam","dongxoai",11.54,106.92,"0",NA,0
"41963",24291,"india","krishnarajpet",12.655,76.488333,NA,"19",0
"41964",24291,"japan","kammaki",34.56,135.7,"0",NA,0
"41961",24289,"india","anjad",22.033333,75.05,NA,"35",0
"41962",24289,"indonesia","prigen",-7.69,112.63,"0",NA,0
"41960",24288,"libya","masallatah",32.62,14,"0",NA,0
"41959",24282,"unitedstates","caledonia",42.8077778,-87.9241667,NA,"WI",0
"41957",24280,"comoros","mutsamudu",-12.15,44.41,"0",NA,0
"41958",24280,"france","eaubonne",49,2.27,"0",NA,0
"41956",24278,"pakistan","jamkechima",32.39,74.36,"0",NA,0
"41955",24277,"india","aron",24.383333,77.416667,NA,"35",0
"41954",24276,"netherlands","noordwijk",52.25,4.43,"0",NA,0
"41953",24275,"philippines","sipalay",9.75,122.4,"0",NA,0
"41952",24273,"india","narasannapeta",18.416667,84.05,NA,"2",0
"41950",24264,"germany","dillenburg",50.75,8.29,"0",NA,0
"41951",24264,"france","lerobert",14.67,-60.94,"0",NA,0
"41948",24262,"ethiopia","adet",11.27,37.48,"0",NA,0
"41949",24262,"japan","wajima",37.37,136.78,"0",NA,0
"41947",24260,"korearep","yongdong",36.17,127.78,"0",NA,0
"41945",24257,"italy","lumezzane",45.65,10.27,"0",NA,0
"41946",24257,"unitedstates","tustinfoothills",33.7644444,-117.7930556,NA,"CA",0
"41942",24244,"france","herouville-saint-clair",49.21,-0.34,"0",NA,0
"41943",24244,"cotedivoire","bouna",9.27,-3,"0",NA,0
"41944",24244,"tanzania","songwa",-3.52,33.52,"0",NA,0
"41941",24237,"westbankandgaza","al-magazi",31.42,34.38,"0",NA,0
"41940",24235,"japan","ono",35.48,136.68,"0",NA,0
"41938",24233,"slovakrepublic","partizanske",48.64,18.4,"0",NA,0
"41939",24233,"unitedkingdom","golborne",53.48,-2.6,"0",NA,0
"41937",24232,"russianfederation","sharya",58.37,45.51,"0",NA,0
"41936",24229,"serbia","kaluderica",44.75,20.57,"0",NA,0
"41935",24228,"india","sitarganj",28.933333,79.7,NA,"39",0
"41934",24227,"japan","agui",34.95,136.91,"0",NA,0
"41933",24226,"brazil","guanhaes",-18.78,-42.95,"0",NA,0
