"","name","country.etc","pop","lat","long","capital","Region"
"11903","langfang","china",726100,39.52,116.68,"0",NA
"12779","zhangjiakou","china",726070,40.83,114.93,"0",NA
"27585","athens","greece",725049,37.98,23.73,"1",NA
"72053","tolyatti","russianfederation",723927,53.48,49.51,"0",NA
"89480","sanfrancisco","unitedstates",723724,37.77,-122.45,"0",NA
"48384","chihuahua","mexico",718551,28.63,-106.08,"0",NA
"50731","agadir","morocco",718498,30.42,-9.61,"0",NA
"50180","tlalnepantla","mexico",715026,19.54,-99.19,"0",NA
"82497","l'viv","ukraine",714131,49.83,24,"0",NA
"3018","rajshahi","bangladesh",713533,24.37,88.59,"0",NA
"10010","mississauga","canada",713443,43.6,-79.65,"0",NA
"12850","zhuzhou","china",711493,27.83,113.15,"0",NA
"11358","changzhi","china",708847,35.22,111.75,"0",NA
"44730","shihung","korearep",708271,37.46,126.89,"0",NA
"50804","tangier","morocco",707417,35.79,-5.81,"0",NA
"91517","bulawayo","zimbabwe",706492,-20.17,28.58,"0",NA
"76626","sevilla","spain",702516,37.4,-5.98,"0",NA
"11943","liaoyang","china",701848,41.28,123.18,"0",NA
"4311","cotonou","benin",701137,6.36,2.44,"0",NA
"16055","zagreb","croatia",700717,45.8,15.97,"1",NA
"43197","shizuoka","japan",700506,34.98,138.39,"0",NA
"36500","raipur","india",699683,21.24,81.63,"0",NA
"12199","puyang","china",697988,35.7,114.98,"0",NA
"11711","huangshi","china",697355,30.22,115.1,"0",NA
"835","laplata","argentina",696856,-34.92,-57.96,"0",NA
"80487","tunis","tunisia",693294,36.84,10.22,"1",NA
"46862","ipoh","malaysia",692247,4.6,101.07,"0",NA
"12852","zigong","china",691930,29.4,104.78,"0",NA
"91364","ta'izz","yemenrep",690689,13.6,44.04,"0",NA
"49750","sanluispotosi","mexico",687623,22.16,-100.98,"0",NA
"34755","gorakhpur","india",686562,26.76,83.36,"0",NA
"42574","kumamoto","japan",684505,32.8,130.71,"0",NA
"7166","osasco","brazil",684040,-23.53,-46.78,"0",NA
"15216","pointenoire","congorep",683621,-4.77,11.87,"0",NA
"46746","lilongwe","malawi",683477,-13.97,33.8,"1",NA
"85607","austin","unitedstates",683404,30.31,-97.75,"0",NA
"46794","ampangjaya","malaysia",682053,3.15,101.77,"0",NA
"38035","pekanbaru","indonesia",677741,0.56,101.43,"0",NA
"91339","al-hudaydah","yemenrep",677315,14.8,42.95,"0",NA
"12523","xiangtan","china",676218,27.85,112.9,"0",NA
"12098","mudanjiang","china",675831,44.58,129.6,"0",NA
"12777","zhangdian","china",673696,36.8,118.06,"0",NA
"47970","aguascalientes","mexico",671584,21.88,-102.3,"0",NA
"52823","enugu","nigeria",671501,6.33,7.5,"0",NA
"11584","guilin","china",670048,25.28,110.28,"0",NA
"12135","nantong","china",669817,32.02,120.82,"0",NA
"44642","ansan","korearep",668533,37.35,126.86,"0",NA
"40806","palermo","italy",668275,38.12,13.36,"0",NA
"80794","diyarbakir","turkey",665699,37.92,40.23,"0",NA
"45160","benghazi","libya",665689,32.12,20.07,"0",NA
"7738","santoandre","brazil",664670,-23.65,-46.53,"0",NA
"11524","foshan","china",663558,23.03,113.12,"0",NA
"6725","joaopessoa","brazil",662337,-7.12,-34.86,"0",NA
"12311","shatian","china",662208,22.38,114.19,"0",NA
"9690","hamilton","canada",661942,43.26,-79.85,"0",NA
"47933","acapulco","mexico",658347,16.85,-99.92,"0",NA
"12786","zhanjiang","china",658290,21.2,110.38,"0",NA
"76836","zaragoza","spain",658186,41.65,-0.89,"0",NA
"43048","sagamihara","japan",657699,35.58,139.38,"0",NA
"12306","shaoyang","china",657622,27,111.2,"0",NA
"12300","shaoguan","china",656561,24.8,113.58,"0",NA
"38325","yogyakarta","indonesia",653124,-7.78,110.37,"0",NA
"69554","krasnodar","russianfederation",651249,45.03,38.98,"0",NA
"76862","colombo","srilanka",649496,6.93,79.85,"1",NA
"82467","kryvyyrih","ukraine",648399,47.92,33.35,"0",NA
"10239","quebec","canada",647916,46.82,-71.23,"0",NA
"6057","contagem","brazil",646211,-19.91,-44.1,"0",NA
"34053","bhilai","india",643975,21.21,81.38,"0",NA
"44656","chongju","korearep",643591,36.64,127.5,"0",NA
"44644","anyang","korearep",643315,37.39,126.92,"0",NA
"11413","dandong","china",643176,40.13,124.4,"0",NA
"627","wahran","algeria",642498,35.7,-0.62,"0",NA
"42953","okayama","japan",642279,34.67,133.92,"0",NA
"72234","ulyanovsk","russianfederation",642257,54.33,48.4,"0",NA
"12578","xingtai","china",639839,37.07,114.49,"0",NA
"88221","memphis","unitedstates",639736,35.11,-90.01,"0",NA
"12164","panjin","china",639632,41.18,122.05,"0",NA
"75090","benoni","southafrica",637712,-26.15,28.33,"0",NA
"12809","zhenjiang","china",635937,32.22,119.43,"0",NA
"18852","jibuti","djibouti",633884,11.56,43.15,"1",NA
"86981","fortworth","unitedstates",633849,32.75,-97.34,"0",NA
"49663","saltillo","mexico",633414,25.42,-101,"0",NA
"62815","wroclaw","poland",633276,51.11,17.03,"0",NA
"10745","winnipeg","canada",632857,49.88,-97.17,"0",NA
"12643","yancheng","china",631805,33.39,120.12,"0",NA
"68955","izhevsk","russianfederation",630755,56.85,53.23,"0",NA
"7858","saojosedoscampos","brazil",630107,-23.2,-45.88,"0",NA
"35035","jamshedpur","india",627761,22.79,86.2,"0",NA
"49597","queretaro","mexico",627721,20.59,-100.4,"0",NA
"81214","mersin","turkey",626766,36.81,34.63,"0",NA
"91334","aden","yemenrep",625361,12.79,45.03,"0",NA
"50616","chisinau","moldova",623671,47.03,28.83,"1",NA
"38628","orumiyeh","iranislamicrep",623143,37.53,45,"0",NA
"83578","abudhabi","unitedarabemirates",619316,24.48,54.37,"1",NA
"38668","rasht","iranislamicrep",618589,37.3,49.63,"0",NA
"33616","amravati","india",617885,20.95,77.76,"0",NA
"12407","taizhou","china",615633,32.49,119.9,"0",NA
"48396","chimalhuacan","mexico",615338,19.44,-98.96,"0",NA
"52643","abeokuta","nigeria",612277,7.16,3.35,"0",NA
"91201","haiphong","vietnam",611819,20.86,106.68,"0",NA
"38843","kirkuk","iraq",610954,35.47,44.41,"0",NA
"12784","zhangzhou","china",610379,24.52,117.67,"0",NA
"42072","hamamatsu","japan",609786,34.72,137.73,"0",NA
"84287","glasgow","unitedkingdom",607192,55.87,-4.27,"0",NA
"86170","charlotte","unitedstates",607111,35.2,-80.83,"0",NA
"38534","kerman","iranislamicrep",606967,30.3,57.08,"0",NA
"49223","mexicali","mexico",606419,32.65,-115.47,"0",NA
"48794","hermosillo","mexico",606231,29.07,-110.97,"0",NA
"35437","kochi","india",606223,10.02,76.22,"0",NA
"35295","kataka","india",606184,20.47,85.88,"0",NA
"72667","yaroslavl","russianfederation",604725,57.62,39.87,"0",NA
"81096","kayseri","turkey",603693,38.74,35.48,"0",NA
"86763","elpaso","unitedstates",603545,31.85,-106.44,"0",NA
"85636","baltimore","unitedstates",602658,39.3,-76.61,"0",NA
"46935","kuching","malaysia",602113,1.55,110.34,"0",NA
"12025","luancheng","china",602090,37.88,114.65,"0",NA
"49281","morelia","mexico",601549,19.72,-101.18,"0",NA
"46728","blantyre","malawi",601381,-15.79,34.99,"0",NA
"12702","yingkou","china",600352,40.67,122.28,"0",NA
"67965","barnaul","russianfederation",599296,53.36,83.75,"0",NA
"40278","genoa","italy",599064,44.42,8.93,"0",NA
"51662","rotterdam","netherlands",597481,51.93,4.48,"0",NA
"25349","essen","germany",596204,51.47,7,"0",NA
"12515","xiamen","china",592372,24.45,118.08,"0",NA
"56833","chiclayo","peru",592137,-6.76,-79.84,"0",NA
"24183","libreville","gabon",591356,0.39,9.45,"1",NA
"48596","culiacan","mexico",591064,24.8,-107.39,"0",NA
"26843","stuttgart","germany",590367,48.79,9.19,"0",NA
"42053","hachioji","japan",588315,35.66,139.33,"0",NA
"34107","bikaner","india",587937,28.03,73.32,"0",NA
"25223","dortmund","germany",587233,51.51,7.48,"0",NA
"41773","kingston","jamaica",585300,17.99,-76.8,"1",NA
"11304","bengbu","china",585037,32.95,117.33,"0",NA
"72498","vladivostok","russianfederation",584496,43.13,131.9,"0",NA
"68902","irkutsk","russianfederation",584442,52.33,104.24,"0",NA
"53240","sokoto","nigeria",583039,13.07,5.24,"0",NA
"41628","bouake","cotedivoire",582461,7.69,-5.03,"0",NA
"12322","shihezi","china",581955,44.3,86.03,"0",NA
"11864","kaifeng","china",581579,34.85,114.35,"0",NA
"37498","banjarmasin","indonesia",581573,-3.33,114.59,"0",NA
"13076","bucaramanga","colombia",581337,7.13,-73.13,"0",NA
"8170","uberlandia","brazil",580576,-18.9,-48.28,"0",NA
"19809","asmara","eritrea",578860,15.33,38.94,"1",NA
"69187","khabarovsk","russianfederation",576745,48.42,135.12,"0",NA
"48280","cancun","mexico",576597,21.17,-86.83,"0",NA
"53170","onitsha","nigeria",576589,6.16,6.78,"0",NA
"54764","bahawalpur","pakistan",576203,29.39,71.67,"0",NA
"12358","siping","china",575804,43.17,124.33,"0",NA
"88317","milwaukee","unitedstates",575250,43.06,-87.97,"0",NA
"50347","veracruz","mexico",574844,19.19,-96.14,"0",NA
"7999","sorocaba","brazil",573728,-23.49,-47.47,"0",NA
"25244","dusseldorf","germany",573521,51.24,6.79,"0",NA
"19095","santiago","dominicanrepublic",572535,19.48,-70.69,"0",NA
"12729","yuanlong","china",571175,22.44,114.02,"0",NA
"89584","seattle","unitedstates",570430,47.62,-122.35,"0",NA
"38767","zahedan","iranislamicrep",570389,29.5,60.83,"0",NA
"62556","poznan","poland",567957,52.4,16.9,"0",NA
"85857","boston","unitedstates",567759,42.34,-71.02,"0",NA
"34044","bhavnagar","india",566241,21.79,72.13,"0",NA
"37402","warangal","india",564826,18.01,79.58,"0",NA
"83586","sharjah","unitedarabemirates",564620,25.37,55.41,"0",NA
"44532","hamhung","koreademrep",564522,39.91,127.54,"0",NA
"16296","santiagodecuba","cuba",563001,20.01,-75.82,"0",NA
"42009","funabashi","japan",562813,35.7,139.99,"0",NA
"7569","ribeiraopreto","brazil",560393,-21.17,-47.8,"0",NA
"21638","helsinki","finland",558341,60.17,24.94,"1",NA
"11693","huaiyin","china",558201,33.58,119.03,"0",NA
"38215","surakarta","indonesia",557628,-7.57,110.82,"0",NA
"50851","matola","mozambique",556940,-25.97,32.46,"0",NA
"86537","denver","unitedstates",556575,39.77,-104.87,"0",NA
"845","mardelplata","argentina",556477,-38,-57.58,"0",NA
"42327","kagoshima","japan",556069,31.59,130.56,"0",NA
"50780","meknes","morocco",555248,33.9,-5.56,"0",NA
"11752","jiamusi","china",554612,46.83,130.35,"0",NA
"55357","sargodha","pakistan",554547,32.08,72.67,"0",NA
"76216","malaga","spain",553916,36.72,-4.42,"0",NA
"87847","lasvegas","unitedstates",553807,36.21,-115.22,"0",NA
"11763","jiangmen","china",553611,22.58,113.08,"0",NA
"70724","orenburg","russianfederation",550552,51.78,55.1,"0",NA
"12411","tanggu","china",549723,39,117.67,"0",NA
"12145","neijiang","china",548414,29.58,105.05,"0",NA
"90219","washington","unitedstates",548359,38.91,-77.02,"1",NA
"25063","bremen","germany",547915,53.08,8.81,"0",NA
"10860","bangui","centralafricanrepublic",547668,4.36,18.56,"1",NA
"15134","kisangani","congodemrep",547531,0.53,25.19,"0",NA
"19518","portsaid","egyptarabrep",546776,31.26,32.29,"0",NA
"53275","warri","nigeria",546576,5.51,5.75,"0",NA
"12053","maanshan","china",545734,31.73,118.48,"0",NA
"50826","beira","mozambique",545724,-19.83,34.84,"0",NA
"11332","cangzhou","china",544887,38.32,116.87,"0",NA
"75409","tembisa","southafrica",543846,-25.99,28.22,"0",NA
"12658","yangzhou","china",542604,32.4,119.43,"0",NA
"34418","dehradun","india",542267,30.34,78.05,"0",NA
"45447","vilnius","lithuania",542014,54.7,25.27,"1",NA
"73534","at-ta'if","saudiarabia",540437,21.26,40.38,"0",NA
"78884","dushanbe","tajikistan",538456,38.57,68.78,"1",NA
"88751","oklahomacity","unitedstates",538141,35.47,-97.51,"0",NA
"70506","novokuznetsk","russianfederation",536257,53.75,87.1,"0",NA
"44647","changwon","korearep",536169,35.27,128.62,"0",NA
"46999","petalingjaya","malaysia",535763,3.1,101.62,"0",NA
"11343","changde","china",535634,29.03,111.68,"0",NA
"19718","sansalvador","elsalvador",534409,13.69,-89.19,"1",NA
"34793","guntur","india",534020,16.31,80.44,"0",NA
"49124","lopezmateos","mexico",532615,19.57,-99.26,"0",NA
"77075","niyala","sudan",532183,12.06,24.89,"0",NA
"6118","cuiaba","brazil",531408,-15.61,-56.09,"0",NA
"12738","yueyang","china",529730,29.38,113.1,"0",NA
"38495","hamadan","iranislamicrep",528261,34.77,48.58,"0",NA
"50252","torreon","mexico",528012,25.55,-103.43,"0",NA
"37258","ulhasnagar","india",527749,19.23,73.15,"0",NA
"36867","shiliguri","india",527223,26.73,88.42,"0",NA
"11784","jiaozuo","china",526026,35.25,113.22,"0",NA
"33524","ajmer","india",525927,26.45,74.64,"0",NA
"90046","tucson","unitedstates",525268,32.2,-110.89,"0",NA
"34572","durgapur","india",525047,23.5,87.31,"0",NA
"894","salta","argentina",523878,-24.79,-65.41,"0",NA
"35457","kolhapur","india",523722,16.7,74.22,"0",NA
"53182","oshogbo","nigeria",523619,7.83,4.58,"0",NA
"88485","nashville","unitedstates",523547,36.17,-86.78,"0",NA
"1789","goldcoast","australia",523174,-28.07,153.44,"0",NA
"72182","tyumen","russianfederation",521990,57.15,65.53,"0",NA
"70275","naberezhnyyechelny","russianfederation",521800,55.69,52.32,"0",NA
"47036","shahalam","malaysia",521219,3.07,101.56,"0",NA
"38356","arak","iranislamicrep",521166,34.08,49.7,"0",NA
"80869","eskisehir","turkey",520701,39.79,30.52,"0",NA
"50237","toluca","mexico",520660,19.29,-99.67,"0",NA
"71266","ryazan","russianfederation",519749,54.62,39.74,"0",NA
"49618","reynosa","mexico",519393,26.08,-98.28,"0",NA
"69899","lipetsk","russianfederation",519026,52.62,39.62,"0",NA
"77262","goteborg","sweden",518990,57.72,12.01,"0",NA
"11141","puentealto","chile",516347,-33.61,-70.57,"0",NA
"12310","shashi","china",514672,30.32,112.23,"0",NA
"25623","hanover","germany",514259,52.4,9.73,"0",NA
"12840","zhuhai","china",513953,22.28,113.57,"0",NA
"42119","higashiosaka","japan",512691,34.67,135.59,"0",NA
"12501","wuhu","china",510997,31.35,118.37,"0",NA
"70837","penza","russianfederation",510851,53.2,45,"0",NA
"70003","makhachkala","russianfederation",510775,42.98,47.5,"0",NA
"59753","makati","philippines",510383,14.566667,121.033333,NA,"D9"
"49768","sannicolasdelosgarza","mexico",509756,25.75,-100.3,"0",NA
"12064","maoming","china",508633,21.92,110.87,"0",NA
"12845","zhunmen","china",508564,22.41,113.98,"0",NA
"33691","asansol","india",508320,23.69,86.98,"0",NA
"63277","lisbon","portugal",508209,38.72,-9.14,"1",NA
"56352","asuncion","paraguay",507574,-25.3,-57.63,"1",NA
"44751","uijongbu","korearep",506719,37.74,127.04,"0",NA
"42854","niigata","japan",506099,37.92,139.04,"0",NA
"29922","mixco","guatemala",505879,14.64,-90.6,"0",NA
"36738","sangli-miraj","india",505711,16.86,74.57,"0",NA
"38764","yazd","iranislamicrep",505037,31.92,54.37,"0",NA
"35033","jamnagar","india",503563,22.47,70.07,"0",NA
"31487","sanpedrosula","honduras",502939,15.47,-88.03,"0",NA
"26006","leipzig","germany",502467,51.35,12.4,"0",NA
"25237","duisburg","germany",502251,51.43,6.75,"0",NA
"67878","astrakhan","russianfederation",501970,46.35,48.05,"0",NA
"50206","tlaquepaque","mexico",501185,20.64,-103.32,"0",NA
"75027","hargeysa","somalia",500710,9.56,44.06,"0",NA
"1925","newcastle","australia",500085,-32.92,151.75,"0",NA
"36038","nanded","india",499561,19.17,77.29,"0",NA
"12557","xigong","china",498650,22.33,114.25,"0",NA
"34781","gulbarga","india",498484,17.34,76.82,"0",NA
"19546","suez","egyptarabrep",497421,29.98,32.54,"0",NA
"5440","aracaju","brazil",496109,-10.91,-37.07,"0",NA
"85422","albuquerque","unitedstates",494962,35.12,-106.62,"0",NA
"26335","nuremberg","germany",493782,49.45,11.05,"0",NA
"34040","bhatpara","india",493678,22.89,88.42,"0",NA
"46904","kotakinabalu","malaysia",493650,5.97,116.07,"0",NA
"50299","tuxtlagutierrez","mexico",493307,16.75,-93.12,"0",NA
"6231","feiradesantana","brazil",492674,-12.25,-38.97,"0",NA
"36684","saharanpur","india",492665,29.97,77.54,"0",NA
"38805","an-najaf","iraq",492509,31.99,44.33,"0",NA
"35031","jammu","india",490308,32.71,74.85,"0",NA
"78771","panchiao","china",490082,25.02,121.44,"0",NA
"75440","vereeniging","southafrica",489912,-26.65,27.96,"0",NA
"25232","dresden","germany",489883,51.05,13.74,"0",NA
"53152","okene","nigeria",489496,7.56,6.23,"0",NA
"11254","aomen","china",488560,22.27,113.56,"0",NA
"42657","matsuyama","japan",487890,33.84,132.77,"0",NA
"88009","longbeach","unitedstates",486571,33.79,-118.16,"0",NA
"12858","zunyi","china",484980,27.7,106.92,"0",NA
"72059","tomsk","russianfederation",484765,56.5,84.97,"0",NA
"55391","sialkot","pakistan",484696,32.52,74.55,"0",NA
"48564","cuautitlanizcalli","mexico",483909,19.65,-99.25,"0",NA
"43673","az-zarqa'","jordan",483270,32.07,36.1,"0",NA
"42131","himeji","japan",482338,34.83,134.69,"0",NA
"3116","gomel","belarus",481000,52.4416667,30.9833333,NA,"2"
"12696","yinchuan","china",480916,38.47,106.32,"3",NA
"75098","bloemfontein","southafrica",480499,-29.15,26.23,"0",NA
"3122","homjel'","belarus",480482,52.43,30.99,"0",NA
"12680","yichang","china",480397,30.7,111.28,"0",NA
"89384","sacramento","unitedstates",480392,38.57,-121.47,"0",NA
"6825","londrina","brazil",480040,-23.3,-51.18,"0",NA
"51667","s-gravenhage","netherlands",479525,52.07,4.3,"0",NA
"82599","mariupol'","ukraine",479224,47.1,37.55,"0",NA
"91186","danang","vietnam",478703,16.07,108.21,"0",NA
"36531","rajpur","india",478518,22.44,88.44,"0",NA
"78618","hamah","syrianarabrepublic",477812,35.15,36.73,"0",NA
"46525","skopje","macedoniafyr",477493,42,21.47,"1",NA
"51723","thehague","netherlands",476587,52.083333,4.3,NA,"11"
"9010","kousseri","cameroon",476566,12.08,15.03,"0",NA
"6747","juizdefora","brazil",476198,-21.75,-43.36,"0",NA
"23111","lyon","france",475995,45.76,4.83,"0",NA
"11778","jiaojiang","china",475064,28.68,121.45,"0",NA
"42876","nishinomiya","japan",475010,34.73,135.34,"0",NA
"69175","kemerovo","russianfederation",474595,55.33,86.08,"0",NA
"77029","bursudan","sudan",474363,19.63,37.12,"0",NA
"5622","belfordroxo","brazil",473528,-22.75,-43.42,"0",NA
"917","santafe","argentina",472682,-31.6,-60.69,"0",NA
"87027","fresno","unitedstates",472517,36.78,-119.79,"0",NA
"6731","joinville","brazil",471614,-26.32,-48.84,"0",NA
"42649","matsudo","japan",471305,35.78,139.9,"0",NA
"12627","xuchang","china",471177,34.02,113.82,"0",NA
"52764","calabar","nigeria",470993,4.96,8.31,"0",NA
"15115","kananga","congodemrep",470360,-5.89,22.4,"0",NA
"42445","kawaguchi","japan",470332,35.81,139.73,"0",NA
"11786","jiaxing","china",470203,30.77,120.75,"0",NA
"62005","zamboanga","philippines",469941,6.92,122.08,"0",NA
"73613","tabuk","saudiarabia",469940,28.39,36.57,"0",NA
"84621","liverpool","unitedkingdom",468584,53.42,-2.99,"0",NA
"11944","liaoyuan","china",468146,42.9,125.13,"0",NA
"5428","aparecidadegoiania","brazil",467246,-16.82,-49.24,"0",NA
"75102","boksburg","southafrica",467234,-26.27,28.23,"0",NA
"12521","xiangfan","china",466112,32.02,112.13,"0",NA
"37893","manado","indonesia",465650,1.5,124.84,"0",NA
"11657","hengshui","china",465318,37.72,115.7,"0",NA
"72137","tula","russianfederation",464781,54.2,37.61,"0",NA
"37253","ujjain","india",463929,23.19,75.78,"0",NA
"3246","antwerp","belgium",463256,51.22,4.42,"0",NA
"48619","durango","mexico",463040,24.03,-104.67,"0",NA
"12168","panzhihua","china",462953,26.58,101.68,"0",NA
"81488","urfa","turkey",462923,37.17,38.79,"0",NA
"37008","southdumdum","india",462413,22.61,88.41,"0",NA
"62153","gdansk","poland",462138,54.36,18.64,"0",NA
"30493","carrefour","haiti",461545,18.53,-72.42,"0",NA
"8997","garoua","cameroon",461337,9.3,13.39,"0",NA
"88250","mesa","unitedstates",461167,33.42,-111.74,"0",NA
"42195","ichikawa","japan",460086,35.72,139.93,"0",NA
"42379","kanazawa","japan",459488,36.56,136.64,"0",NA
"38057","pontianak","indonesia",459042,-0.02,109.34,"0",NA
"57535","bacolod","philippines",458680,10.63,122.97,"0",NA
"79411","mwanza","tanzania",458070,-2.52,32.89,"0",NA
"84583","leeds","unitedkingdom",457875,53.81,-1.55,"0",NA
"75466","welkom","southafrica",457612,-27.97,26.73,"0",NA
"7094","niteroi","brazil",456610,-22.9,-43.13,"0",NA
"58240","cagayan","philippines",456079,8.45,124.67,"0",NA
"7827","saojoaodemeriti","brazil",456057,-22.8,-43.35,"0",NA
"58685","dasmarinas","philippines",455293,14.33,120.93,"0",NA
"44569","nampo","koreademrep",454814,38.76,125.45,"0",NA
"35696","maheshtala","india",454669,22.51,88.23,"0",NA
"11369","chengde","china",454580,40.96,117.93,"0",NA
"81190","malatya","turkey",454460,38.36,38.31,"0",NA
"88551","neworleans","unitedstates",454207,30.07,-89.93,"0",NA
"90154","virginiabeach","unitedstates",453884,36.74,-76.04,"0",NA
"899","sanjuan","argentina",453641,-31.54,-68.53,"0",NA
"56932","iquitos","peru",453016,-3.75,-73.2,"0",NA
